payroll_number,first_name,last_name,department,position,job,latest_start_date,job_seniority_date,total_salary,gender,assignment_status,assignment_category,race_ethnicity
391789,Channa,Provis,Services,Q611.Department Name.Division Name.00,Account Coordinator,2005-08-15,2005-08-15,90304.44,F,Active Assignment,Parttime-Regular,Asian
268227,Pebrook,Ault,Training,E975.Department Name.Division Name.03,Business Systems Development Analyst,2016-05-19,2016-05-19,40007.44,M,Active Assignment,Parttime-Regular,
453300,Vicky,Pinches,Research and Development,P351.Department Name.Division Name.03,Account Coordinator,2000-10-14,2000-10-14,126719.23,F,Active Assignment,Fulltime-Regular,
957931,Elberta,Northley,Human Resources,I578.Department Name.Division Name.03,Marketing Manager,2013-10-12,2013-10-12,116392.75,F,Active Assignment,Fulltime-Temporary,Black or African American
921319,Tansy,Rampling,Engineering,Q033.Department Name.Division Name.09,Help Desk Technician,2009-09-04,2009-09-04,88904.43,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
613812,Gloriane,Cawston,Research and Development,J220.Department Name.Division Name.07,Tax Accountant,2013-01-15,2013-01-15,48931.56,F,Active Assignment,Fulltime-Regular,Asian
543222,Vinson,Parradine,Human Resources,V816.Department Name.Division Name.05,Desktop Support Technician,2006-12-13,2006-12-13,74220.34,M,Active Assignment,Fulltime-Regular,White
597275,Candide,Fullager,Research and Development,B950.Department Name.Division Name.03,Chief Design Engineer,2004-06-25,2004-06-25,75014.46,F,Active Assignment,Fulltime-Temporary,Asian
990128,Adela,Filipyev,Human Resources,U419.Department Name.Division Name.06,Community Outreach Specialist,2016-08-26,2016-08-26,131847.84,F,Active Assignment,Fulltime-Regular,Asian
132097,Reine,Keeri,Human Resources,N751.Department Name.Division Name.00,Physical Therapy Assistant,2010-05-16,2010-05-16,132946.22,F,Active Assignment,Parttime-Regular,Black or African American
247492,Austina,Rameaux,Engineering,G992.Department Name.Division Name.08,Research Assistant I,2005-11-07,2005-11-07,50121.97,F,Active Assignment,Fulltime-Regular,Asian
770123,Horatius,Buttriss,Sales,P383.Department Name.Division Name.00,Research Associate,2005-12-17,2005-12-17,136684.98,M,Active Assignment,Fulltime-Regular,Black or African American
679399,Tomasina,McDougal,Product Management,B067.Department Name.Division Name.06,Senior Cost Accountant,2002-10-27,2002-10-27,72254.14,F,Active Assignment,Parttime-Regular,Black or African American
871524,Aldous,Shanley,Support,Q380.Department Name.Division Name.07,Research Associate,2013-08-02,2013-08-02,52772.63,M,Active Assignment,Fulltime-Regular,Black or African American
145094,Riordan,Sussems,Support,W477.Department Name.Division Name.06,Paralegal,2015-06-29,2015-06-29,43991.24,M,Active Assignment,Fulltime-Regular,
317236,Annadiana,Willars,Sales,N402.Department Name.Division Name.01,Software Engineer IV,2016-11-07,2016-11-07,126314.86,F,Active Assignment,Fulltime-Temporary,Black or African American
372367,Gabriell,Meikle,Support,S212.Department Name.Division Name.07,Junior Executive,2002-04-02,2002-04-02,95290.39,F,Active Assignment,Fulltime-Regular,Black or African American
170266,Matthus,Rowcliffe,Product Management,E229.Department Name.Division Name.09,Senior Financial Analyst,2009-04-17,2009-04-17,127484.36,M,Active Assignment,Parttime-Regular,Asian
475297,Feodora,Strowthers,Support,U060.Department Name.Division Name.06,Marketing Manager,2000-12-09,2000-12-09,125283.99,F,Active Assignment,Fulltime-Regular,
767342,Lilia,Entissle,Product Management,I105.Department Name.Division Name.08,Research Assistant II,2008-06-10,2008-06-10,104296.87,F,Active Assignment,Parttime-Regular,White
784879,Calli,Trood,Human Resources,S917.Department Name.Division Name.04,Research Associate,2015-12-17,2015-12-17,40191.42,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
934293,Klara,Casterot,Human Resources,X155.Department Name.Division Name.07,Geological Engineer,2005-09-20,2005-09-20,107811.34,F,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
852091,Evelin,Murgatroyd,Human Resources,W548.Department Name.Division Name.04,Recruiter,2004-09-22,2004-09-22,138912.83,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
526551,Nissie,Titcomb,Marketing,G558.Department Name.Division Name.02,Nuclear Power Engineer,2012-01-28,2012-01-28,41197.18,F,Active Assignment,Fulltime-Regular,Asian
926122,Sondra,Brion,Marketing,C458.Department Name.Division Name.07,Safety Technician I,2008-01-17,2008-01-17,69873.41,F,Active Assignment,Parttime-Regular,Asian
218818,Vyky,Kigelman,Business Development,S184.Department Name.Division Name.03,Assistant Professor,2009-05-19,2009-05-19,114031.47,F,Active Assignment,Parttime-Regular,Asian
767568,Jaymie,Gawith,Marketing,X343.Department Name.Division Name.01,Clinical Specialist,2017-05-18,2017-05-18,68193.02,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
128773,Veda,Royston,Marketing,U147.Department Name.Division Name.08,Graphic Designer,2006-02-07,2006-02-07,142517.34,F,Active Assignment,Parttime-Regular,Black or African American
721337,Pippo,Sanches,Engineering,P801.Department Name.Division Name.06,Quality Control Specialist,2005-12-25,2005-12-25,96208.45,M,Active Assignment,Fulltime-Regular,White
655260,Jeannine,Mattielli,Product Management,B007.Department Name.Division Name.02,Web Designer III,2012-06-05,2012-06-05,75764.93,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
885776,Dorothea,McGibbon,Legal,M273.Department Name.Division Name.07,Pharmacist,2014-06-22,2014-06-22,74827.60,F,Active Assignment,Parttime-Regular,Asian
205599,Brucie,Featherstonehaugh,Product Management,T567.Department Name.Division Name.00,Community Outreach Specialist,2003-02-25,2003-02-25,90578.44,M,Active Assignment,Fulltime-Regular,Asian
824583,Damien,Bagshawe,Services,X505.Department Name.Division Name.02,Clinical Specialist,2011-07-19,2011-07-19,149431.54,M,Active Assignment,Parttime-Regular,Asian
476795,Blanca,Riep,Support,Q482.Department Name.Division Name.09,Payment Adjustment Coordinator,2003-09-06,2003-09-06,149575.52,F,Active Assignment,Fulltime-Regular,
232522,Ezechiel,Gotthard.sf,Marketing,B297.Department Name.Division Name.05,Quality Control Specialist,2000-07-29,2000-07-29,95403.99,M,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
534774,Greg,Dobbings,Marketing,Z298.Department Name.Division Name.01,Senior Financial Analyst,2009-01-09,2009-01-09,136587.16,M,Active Assignment,Fulltime-Temporary,Black or African American
648961,Virgilio,Trevaskis,Human Resources,Y263.Department Name.Division Name.08,Marketing Assistant,2012-08-08,2012-08-08,62612.95,M,Active Assignment,Parttime-Regular,Asian
573816,Gladys,Zmitrichenko,Accounting,S918.Department Name.Division Name.04,Financial Analyst,2003-01-06,2003-01-06,91988.70,F,Active Assignment,Fulltime-Regular,Black or African American
923897,Bran,Kitman,Product Management,P618.Department Name.Division Name.07,Account Executive,2010-04-29,2010-04-29,145483.78,M,Active Assignment,Parttime-Regular,
164396,Guenna,Dami,Support,C281.Department Name.Division Name.03,Assistant Media Planner,2007-06-01,2007-06-01,59460.89,F,Active Assignment,Parttime-Regular,
714605,Ema,Itzhayek,Marketing,L522.Department Name.Division Name.00,Engineer III,2001-10-16,2001-10-16,91685.11,F,Active Assignment,Parttime-Regular,
516617,Ralph,Halbard,Engineering,T645.Department Name.Division Name.01,Software Test Engineer II,2009-02-13,2009-02-13,83447.23,M,Active Assignment,Parttime-Regular,Black or African American
833547,Yanaton,Tomkin,Training,H325.Department Name.Division Name.02,VP Quality Control,2001-06-08,2001-06-08,116015.06,M,Active Assignment,Fulltime-Temporary,Asian
992909,Claiborn,Sunderland,Accounting,C431.Department Name.Division Name.02,Teacher,2007-03-27,2007-03-27,55964.89,M,Active Assignment,Fulltime-Regular,Black or African American
657579,Freedman,Purcer,Product Management,G468.Department Name.Division Name.00,Chemical Engineer,2008-05-11,2008-05-11,82369.51,M,Active Assignment,Parttime-Regular,White
218884,Justino,Iglesia,Research and Development,X407.Department Name.Division Name.02,Assistant Manager,2005-05-06,2005-05-06,114766.78,M,Active Assignment,Parttime-Regular,Asian
150647,Noreen,De Blasiis,Sales,N946.Department Name.Division Name.08,Speech Pathologist,2010-08-10,2010-08-10,128837.41,F,Active Assignment,Fulltime-Temporary,Black or African American
668187,Dulci,Findlater,Business Development,C676.Department Name.Division Name.09,Quality Engineer,2010-08-09,2010-08-09,82417.73,F,Active Assignment,Fulltime-Temporary,Asian
595062,Karena,Olsen,Training,W513.Department Name.Division Name.08,Dental Hygienist,2002-01-12,2002-01-12,50589.55,F,Active Assignment,Fulltime-Temporary,Black or African American
459856,Gardy,Hallard,Support,S948.Department Name.Division Name.06,Staff Scientist,2012-07-17,2012-07-17,115153.83,M,Active Assignment,Parttime-Regular,Black or African American
132563,Emlen,Isaq,Training,R057.Department Name.Division Name.08,Legal Assistant,2007-08-31,2007-08-31,117079.83,M,Active Assignment,Fulltime-Regular,Black or African American
239249,Rosetta,Robottom,Accounting,F660.Department Name.Division Name.05,General Manager,2001-08-16,2001-08-16,78907.41,F,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
159675,Colby,Carr,Product Management,H752.Department Name.Division Name.03,Design Engineer,2013-05-01,2013-05-01,133323.84,M,Active Assignment,Fulltime-Temporary,Black or African American
455243,Simon,Dacey,Human Resources,R975.Department Name.Division Name.01,Environmental Specialist,2002-08-12,2002-08-12,83801.50,M,Active Assignment,Fulltime-Temporary,Black or African American
674934,Shannan,Morant,Engineering,W213.Department Name.Division Name.09,VP Sales,2015-08-02,2015-08-02,101468.70,M,Active Assignment,Parttime-Regular,Asian
964559,Catherina,Matthieson,Accounting,V043.Department Name.Division Name.05,Director of Sales,2014-11-11,2014-11-11,105008.88,F,Active Assignment,Fulltime-Regular,White
935807,Lyda,Blodg,Support,F151.Department Name.Division Name.09,Office Assistant I,2015-05-23,2015-05-23,113126.39,F,Active Assignment,Parttime-Regular,Black or African American
747800,Pegeen,Bradder,Engineering,O478.Department Name.Division Name.05,Administrative Assistant IV,2012-06-22,2012-06-22,90491.91,F,Active Assignment,Fulltime-Temporary,White
584630,Dion,Fockes,Support,U543.Department Name.Division Name.00,Programmer I,2014-09-30,2014-09-30,147705.33,M,Active Assignment,Parttime-Regular,Asian
747646,Rani,Cammack,Services,L093.Department Name.Division Name.09,Tax Accountant,2001-09-26,2001-09-26,135341.21,F,Active Assignment,Parttime-Regular,Black or African American
579516,Charmion,Matschek,Support,K647.Department Name.Division Name.06,Senior Editor,2015-10-21,2015-10-21,42777.24,F,Active Assignment,Fulltime-Temporary,Asian
454544,Abbey,Haslum,Business Development,R143.Department Name.Division Name.08,Environmental Tech,2006-10-28,2006-10-28,100259.00,F,Active Assignment,Fulltime-Regular,Asian
726972,Evy,Asser,Engineering,X114.Department Name.Division Name.01,Legal Assistant,2006-08-01,2006-08-01,80976.41,F,Active Assignment,Parttime-Regular,
994251,Quintina,Rintoul,Product Management,U697.Department Name.Division Name.04,Human Resources Manager,2005-07-14,2005-07-14,72525.77,F,Active Assignment,Parttime-Regular,
470531,Stillmann,Wasiela,Research and Development,X763.Department Name.Division Name.06,Design Engineer,2005-12-08,2005-12-08,42963.76,M,Active Assignment,Fulltime-Temporary,
789411,Geneva,MacCafferky,Human Resources,R695.Department Name.Division Name.00,Software Engineer I,2009-11-28,2009-11-28,146195.11,F,Active Assignment,Parttime-Regular,Black or African American
114519,Alie,Bonhill,Engineering,L020.Department Name.Division Name.03,Dental Hygienist,2011-02-02,2011-02-02,74478.00,F,Active Assignment,Fulltime-Temporary,White
554716,Clevey,Ballsdon,Product Management,F685.Department Name.Division Name.07,Geological Engineer,2014-04-18,2014-04-18,137747.65,M,Active Assignment,Fulltime-Temporary,Black or African American
865811,Sheilakathryn,Grand,Sales,U352.Department Name.Division Name.04,Budget/Accounting Analyst IV,2011-02-09,2011-02-09,144809.74,F,Active Assignment,Fulltime-Regular,Asian
211420,Stillmann,Corteney,Engineering,Y307.Department Name.Division Name.05,Community Outreach Specialist,2016-12-31,2016-12-31,112187.66,M,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
174657,Linda,Himpson,Research and Development,E218.Department Name.Division Name.02,Web Designer IV,2003-06-27,2003-06-27,123216.17,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
857059,Gavin,Halworth,Services,J878.Department Name.Division Name.09,Sales Associate,2017-01-21,2017-01-21,63779.56,M,Active Assignment,Parttime-Regular,
314907,Petronella,Gelsthorpe,Legal,S167.Department Name.Division Name.09,Occupational Therapist,2007-09-23,2007-09-23,118398.84,F,Active Assignment,Fulltime-Temporary,Asian
684064,Tamiko,Kindall,Marketing,L279.Department Name.Division Name.04,Legal Assistant,2015-12-09,2015-12-09,103648.98,F,Active Assignment,Parttime-Regular,White
121610,Uriel,Cornes,Legal,J111.Department Name.Division Name.04,Nuclear Power Engineer,2010-01-31,2010-01-31,99050.51,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
433086,Elsey,Iglesiaz,Marketing,O113.Department Name.Division Name.08,Registered Nurse,2014-08-04,2014-08-04,117260.46,F,Active Assignment,Fulltime-Regular,Black or African American
696944,Packston,Haslock,Support,M805.Department Name.Division Name.01,Engineer III,2016-08-30,2016-08-30,82525.54,M,Active Assignment,Fulltime-Temporary,Black or African American
361771,Christophorus,Jakobssen,Human Resources,O528.Department Name.Division Name.07,Director of Sales,2004-01-01,2004-01-01,91296.22,M,Active Assignment,Fulltime-Temporary,Black or African American
179849,Horatia,Commins,Business Development,G245.Department Name.Division Name.02,Database Administrator II,2002-11-11,2002-11-11,125575.59,F,Active Assignment,Parttime-Regular,White
527008,Henrieta,Sicha,Services,X476.Department Name.Division Name.09,Chemical Engineer,2005-02-21,2005-02-21,129674.86,F,Active Assignment,Parttime-Regular,Asian
935136,Peggy,Demoge,Training,T745.Department Name.Division Name.04,Software Engineer II,2002-09-27,2002-09-27,41442.36,F,Active Assignment,Parttime-Regular,Asian
231707,Heida,Tweede,Support,V818.Department Name.Division Name.01,VP Sales,2005-03-07,2005-03-07,127776.97,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
985846,Flo,Grooby,Research and Development,B891.Department Name.Division Name.07,Environmental Specialist,2007-09-30,2007-09-30,72794.11,F,Active Assignment,Fulltime-Temporary,Black or African American
915822,Neilla,Vaskov,Services,V736.Department Name.Division Name.00,Help Desk Operator,2015-04-24,2015-04-24,102754.11,F,Active Assignment,Parttime-Regular,Asian
261318,Lin,Heathwood,Research and Development,G457.Department Name.Division Name.00,Desktop Support Technician,2011-10-10,2011-10-10,148763.79,F,Active Assignment,Parttime-Regular,
836442,Weidar,Weiss,Training,P444.Department Name.Division Name.00,Web Designer IV,2009-02-08,2009-02-08,56391.86,M,Active Assignment,Fulltime-Regular,Asian
298721,Konstantin,Flawith,Services,J908.Department Name.Division Name.07,Registered Nurse,2003-10-12,2003-10-12,112196.63,M,Active Assignment,Fulltime-Regular,White
170764,Nana,Hayter,Services,K447.Department Name.Division Name.04,Sales Associate,2011-04-18,2011-04-18,136333.39,F,Active Assignment,Parttime-Regular,Black or African American
266597,Alexandrina,Brimacombe,Research and Development,K057.Department Name.Division Name.09,Teacher,2009-06-28,2009-06-28,120975.00,F,Active Assignment,Fulltime-Regular,White
986592,Florida,Pancast,Business Development,R476.Department Name.Division Name.05,Systems Administrator II,2010-02-11,2010-02-11,148035.91,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
825717,Bradney,Girdlestone,Training,P255.Department Name.Division Name.04,Community Outreach Specialist,2013-08-23,2013-08-23,113349.79,M,Active Assignment,Fulltime-Temporary,Asian
682429,Brittaney,McKeurtan,Sales,Z719.Department Name.Division Name.06,Junior Executive,2005-08-25,2005-08-25,133610.26,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
312759,Tallie,Twelvetree,Sales,Q938.Department Name.Division Name.05,Computer Systems Analyst I,2008-04-12,2008-04-12,62591.02,F,Active Assignment,Fulltime-Regular,Asian
448359,Devi,Peppett,Marketing,G009.Department Name.Division Name.04,Actuary,2011-09-15,2011-09-15,75990.76,F,Active Assignment,Fulltime-Temporary,Black or African American
810023,Barnie,Vallery,Engineering,S618.Department Name.Division Name.02,Senior Financial Analyst,2010-01-11,2010-01-11,112043.59,M,Active Assignment,Fulltime-Temporary,White
652209,Kaylyn,Hunte,Business Development,T235.Department Name.Division Name.01,Automation Specialist I,2013-11-16,2013-11-16,62796.37,F,Active Assignment,Parttime-Regular,Asian
730975,Mair,Kenealy,Product Management,Z201.Department Name.Division Name.04,Design Engineer,2010-07-30,2010-07-30,96573.60,F,Active Assignment,Fulltime-Regular,White
231557,Milo,Dimsdale,Training,V416.Department Name.Division Name.04,Physical Therapy Assistant,2005-09-16,2005-09-16,114663.29,M,Active Assignment,Fulltime-Regular,American Indian or Alaskan Native
229722,Hayden,Lounds,Accounting,S450.Department Name.Division Name.03,Database Administrator IV,2012-11-30,2012-11-30,83162.30,M,Active Assignment,Fulltime-Regular,Black or African American
193137,Trixy,Rosendale,Services,X119.Department Name.Division Name.08,Civil Engineer,2009-08-27,2009-08-27,124174.35,F,Active Assignment,Fulltime-Regular,Black or African American
103980,Eveleen,Degoy,Accounting,C443.Department Name.Division Name.03,Executive Secretary,2016-02-06,2016-02-06,66530.20,F,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
766239,Somerset,Venables,Sales,J566.Department Name.Division Name.01,Assistant Professor,2012-05-07,2012-05-07,135276.36,M,Active Assignment,Parttime-Regular,White
240738,Conrado,Dennehy,Training,N733.Department Name.Division Name.04,Legal Assistant,2009-08-23,2009-08-23,148568.95,M,Active Assignment,Parttime-Regular,
589677,Essa,Skermer,Human Resources,O044.Department Name.Division Name.05,Budget/Accounting Analyst II,2001-04-07,2001-04-07,107706.09,F,Active Assignment,Fulltime-Regular,White
751913,Kippy,Withringten,Research and Development,D883.Department Name.Division Name.05,Nuclear Power Engineer,2014-02-04,2014-02-04,89322.74,M,Active Assignment,Parttime-Regular,Asian
655725,Vick,Daintrey,Product Management,W244.Department Name.Division Name.08,Food Chemist,2007-11-26,2007-11-26,138361.68,M,Active Assignment,Parttime-Regular,Black or African American
955521,Tyrone,Patzelt,Research and Development,P608.Department Name.Division Name.09,VP Accounting,2002-08-26,2002-08-26,114190.14,M,Active Assignment,Fulltime-Regular,
141071,Florina,Bachnic,Services,V831.Department Name.Division Name.06,Health Coach IV,2009-09-26,2009-09-26,99081.75,F,Active Assignment,Fulltime-Regular,Asian
326589,Miller,Markus,Support,Z191.Department Name.Division Name.01,Marketing Assistant,2016-08-08,2016-08-08,122354.93,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
294948,Louie,Dasent,Training,T208.Department Name.Division Name.04,Marketing Assistant,2009-03-20,2009-03-20,146401.36,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
665239,Germain,Wickey,Support,F869.Department Name.Division Name.09,Office Assistant I,2016-02-06,2016-02-06,67787.13,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
748427,Cornelia,Goley,Research and Development,K997.Department Name.Division Name.04,Senior Financial Analyst,2017-01-28,2017-01-28,81591.20,F,Active Assignment,Parttime-Regular,Asian
182451,Ally,Ennever,Engineering,N125.Department Name.Division Name.09,Quality Engineer,2002-01-04,2002-01-04,116755.30,F,Active Assignment,Fulltime-Regular,Black or African American
217662,Mart,Callcott,Product Management,R941.Department Name.Division Name.02,Accountant IV,2015-04-05,2015-04-05,57855.18,M,Active Assignment,Fulltime-Temporary,White
574060,Linet,Twiddle,Support,R387.Department Name.Division Name.06,Project Manager,2009-10-01,2009-10-01,146796.90,F,Active Assignment,Fulltime-Regular,Asian
991999,Gunner,Berks,Product Management,G434.Department Name.Division Name.02,VP Sales,2005-06-21,2005-06-21,54420.75,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
655924,Skelly,Tieraney,Marketing,U537.Department Name.Division Name.01,Environmental Specialist,2001-06-14,2001-06-14,56008.04,M,Active Assignment,Fulltime-Regular,Asian
156099,Henrietta,Proudlove,Sales,I750.Department Name.Division Name.05,Business Systems Development Analyst,2008-03-05,2008-03-05,87000.45,F,Active Assignment,Fulltime-Temporary,White
242277,Florry,Norledge,Research and Development,M743.Department Name.Division Name.06,VP Quality Control,2011-04-14,2011-04-14,64194.58,F,Active Assignment,Fulltime-Temporary,White
361910,Fitz,Falconer,Accounting,G643.Department Name.Division Name.06,Civil Engineer,2001-08-01,2001-08-01,89124.12,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
982739,Frederique,Artindale,Engineering,T590.Department Name.Division Name.03,VP Marketing,2003-12-04,2003-12-04,103267.35,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
407753,Clari,Mc Faul,Training,D276.Department Name.Division Name.02,Office Assistant IV,2016-10-08,2016-10-08,104871.23,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
126858,Roosevelt,LLelweln,Sales,H515.Department Name.Division Name.06,Mechanical Systems Engineer,2017-04-16,2017-04-16,95033.32,M,Active Assignment,Parttime-Regular,Black or African American
356306,Fallon,Sidney,Legal,I678.Department Name.Division Name.00,Software Test Engineer II,2016-09-06,2016-09-06,89592.58,F,Active Assignment,Parttime-Regular,Black or African American
339387,Niki,Perelli,Training,D963.Department Name.Division Name.02,VP Product Management,2010-02-26,2010-02-26,119446.20,M,Active Assignment,Fulltime-Regular,Asian
739602,Abbe,Smallacombe,Training,L989.Department Name.Division Name.06,Paralegal,2011-11-10,2011-11-10,119378.18,M,Active Assignment,Fulltime-Regular,Black or African American
427567,Bernardina,Daggett,Marketing,C529.Department Name.Division Name.06,Human Resources Manager,2005-12-20,2005-12-20,54185.43,F,Active Assignment,Fulltime-Temporary,Asian
220300,Rosene,Batram,Human Resources,B971.Department Name.Division Name.05,Chemical Engineer,2007-09-17,2007-09-17,92954.55,F,Active Assignment,Fulltime-Regular,White
928177,Ibby,Aronovitz,Research and Development,B533.Department Name.Division Name.02,Research Assistant II,2000-12-26,2000-12-26,75711.91,F,Active Assignment,Fulltime-Temporary,Asian
882805,El,Dickin,Engineering,Y152.Department Name.Division Name.07,Account Coordinator,2004-11-10,2004-11-10,123012.50,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
101800,Emlyn,Robbert,Support,Z374.Department Name.Division Name.05,Director of Sales,2004-09-11,2004-09-11,53898.47,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
817971,Roze,Blunden,Accounting,W299.Department Name.Division Name.02,Account Coordinator,2007-04-28,2007-04-28,54919.18,F,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
190690,Iseabal,Northbridge,Engineering,V910.Department Name.Division Name.02,Analog Circuit Design manager,2007-01-27,2007-01-27,54100.95,F,Active Assignment,Fulltime-Temporary,Asian
396312,Mathe,Jozefiak,Sales,R059.Department Name.Division Name.09,Business Systems Development Analyst,2005-06-23,2005-06-23,130675.65,M,Active Assignment,Fulltime-Regular,White
563089,Fanchette,Blackden,Engineering,V049.Department Name.Division Name.00,Research Nurse,2016-12-05,2016-12-05,85456.44,F,Active Assignment,Fulltime-Temporary,Asian
173319,Ruthie,Moston,Legal,C415.Department Name.Division Name.08,Professor,2005-09-16,2005-09-16,64863.77,F,Active Assignment,Parttime-Regular,
597719,Ricoriki,Ciciura,Research and Development,R844.Department Name.Division Name.09,Product Engineer,2003-06-20,2003-06-20,144452.42,M,Active Assignment,Fulltime-Temporary,
274085,Marius,Giacopelo,Accounting,P954.Department Name.Division Name.05,Librarian,2000-09-04,2000-09-04,147673.77,M,Active Assignment,Parttime-Regular,White
364484,Rozalin,Jeffels,Sales,K491.Department Name.Division Name.07,Recruiting Manager,2016-09-23,2016-09-23,136885.70,F,Active Assignment,Fulltime-Regular,White
448385,Barnabas,Moyers,Marketing,X536.Department Name.Division Name.03,Quality Engineer,2011-09-11,2011-09-11,40520.82,M,Active Assignment,Parttime-Regular,Asian
914365,Lela,Christopher,Engineering,B009.Department Name.Division Name.07,Clinical Specialist,2007-11-18,2007-11-18,144678.37,F,Active Assignment,Fulltime-Temporary,Black or African American
289708,Rozina,Callam,Business Development,F423.Department Name.Division Name.00,Assistant Manager,2012-05-27,2012-05-27,86140.62,F,Active Assignment,Parttime-Regular,
909034,Pietrek,Chaloner,Business Development,H329.Department Name.Division Name.01,Senior Quality Engineer,2016-04-02,2016-04-02,61267.37,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
985413,Anderson,Vedenisov,Training,L211.Department Name.Division Name.08,Cost Accountant,2002-08-15,2002-08-15,79573.79,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
140390,Haze,Challoner,Training,I916.Department Name.Division Name.05,Web Developer II,2010-03-16,2010-03-16,88065.71,M,Active Assignment,Parttime-Regular,White
320183,Tedda,Knifton,Engineering,P444.Department Name.Division Name.04,Cost Accountant,2001-05-30,2001-05-30,149797.64,F,Active Assignment,Fulltime-Temporary,Black or African American
917259,Candi,Comettoi,Research and Development,T166.Department Name.Division Name.07,Engineer II,2003-04-07,2003-04-07,132669.13,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
867230,Bibby,Girardin,Support,Q991.Department Name.Division Name.04,Teacher,2009-10-04,2009-10-04,45039.78,F,Active Assignment,Parttime-Regular,Black or African American
883086,Nikolos,Houten,Support,N945.Department Name.Division Name.01,Account Coordinator,2001-06-18,2001-06-18,62799.77,M,Active Assignment,Fulltime-Temporary,Black or African American
362805,Mechelle,Ferencz,Services,T860.Department Name.Division Name.02,Administrative Assistant III,2011-11-10,2011-11-10,90402.43,F,Active Assignment,Parttime-Regular,
194408,Cathe,Lutwidge,Research and Development,I532.Department Name.Division Name.04,Sales Associate,2011-04-03,2011-04-03,133800.08,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
493997,Jacky,Jannaway,Product Management,P640.Department Name.Division Name.07,Paralegal,2015-05-03,2015-05-03,103858.46,M,Active Assignment,Fulltime-Regular,White
794169,Katharine,Perrington,Business Development,D633.Department Name.Division Name.06,Recruiting Manager,2011-06-07,2011-06-07,96498.11,F,Active Assignment,Fulltime-Temporary,
630020,Belia,Hrycek,Human Resources,J624.Department Name.Division Name.07,GIS Technical Architect,2015-07-13,2015-07-13,51645.07,F,Active Assignment,Fulltime-Regular,Black or African American
660768,Sharleen,Lawfull,Business Development,F487.Department Name.Division Name.04,Account Coordinator,2013-08-14,2013-08-14,138569.69,F,Active Assignment,Parttime-Regular,Asian
672111,Miles,Dayer,Training,E373.Department Name.Division Name.00,Quality Engineer,2002-10-15,2002-10-15,65986.24,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
381704,Ivar,Gimenez,Engineering,V867.Department Name.Division Name.07,Assistant Professor,2013-11-01,2013-11-01,40663.26,M,Active Assignment,Fulltime-Regular,Asian
552623,Aubree,Jelly,Accounting,A863.Department Name.Division Name.03,Structural Analysis Engineer,2015-01-02,2015-01-02,106750.70,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
505461,Glyn,Pletts,Marketing,Y384.Department Name.Division Name.06,Paralegal,2006-07-20,2006-07-20,147664.05,M,Active Assignment,Parttime-Regular,
796284,Aurora,Colquete,Human Resources,W701.Department Name.Division Name.03,Analyst Programmer,2002-09-30,2002-09-30,120407.54,F,Active Assignment,Fulltime-Temporary,Asian
559815,Emalia,Fell,Business Development,K594.Department Name.Division Name.03,Compensation Analyst,2010-12-13,2010-12-13,73528.57,F,Active Assignment,Fulltime-Regular,Asian
949751,Franny,Blanket,Research and Development,A873.Department Name.Division Name.07,Occupational Therapist,2014-02-24,2014-02-24,117138.40,F,Active Assignment,Fulltime-Regular,Black or African American
852537,Bettye,Earles,Legal,I940.Department Name.Division Name.04,Analog Circuit Design manager,2005-10-02,2005-10-02,57659.05,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
