Payroll Number,First Name,Last Name,Department,Position,Job Title,Latest Start Date,Job Seniority Date,Total Salary,Gender,Hispanic or Latino of any race,American Indian or Alaskan Native,Asian,Black or African American,Native Hawaiian or Other Pacific,White,Two or More Races,Assignment Status,Assignment Category
353288,Mordy,McGreil,Legal,I709.Department Name.Division Name.00,Clinical Specialist,2017-05-08,2017-05-08,124471.74,M,,,,True,,True,,Active Assignment,Parttime-Regular
425539,Ilaire,Farguhar,Sales,T253.Department Name.Division Name.04,Librarian,2003-03-09,2003-03-09,51484.16,M,True,,,,True,True,,Active Assignment,Fulltime-Regular
580556,Valida,Cogley,Marketing,H063.Department Name.Division Name.04,Pharmacist,2009-07-30,2009-07-30,56989.14,F,,,,,,,,Active Assignment,Fulltime-Temporary
901853,Stacy,Neylan,Business Development,C977.Department Name.Division Name.04,Operator,2001-04-18,2001-04-18,63584.99,M,,,,True,,True,,Active Assignment,Fulltime-Regular
350039,Querida,Abramski,Business Development,A992.Department Name.Division Name.00,Automation Specialist I,2012-03-20,2012-03-20,121776.82,F,,,True,,,True,,Active Assignment,Fulltime-Temporary
281477,Nap,Hunn,Support,D070.Department Name.Division Name.07,Director of Sales,2014-04-06,2014-04-06,143686.22,M,,,,,,,,Active Assignment,Fulltime-Temporary
617495,Jacquelyn,Onslow,Sales,G586.Department Name.Division Name.06,Quality Engineer,2011-12-22,2011-12-22,52752.92,F,,,,,,,,Active Assignment,Parttime-Regular
168692,Sanderson,Kybbye,Business Development,G484.Department Name.Division Name.01,Compensation Analyst,2014-10-25,2014-10-25,51425.55,M,,,,,,True,,Active Assignment,Fulltime-Temporary
725628,Emmie,Lavies,Engineering,V413.Department Name.Division Name.06,Staff Accountant III,2002-04-12,2002-04-12,117006.64,F,,,,True,,,,Active Assignment,Parttime-Regular
145702,Selene,Harold,Research and Development,S017.Department Name.Division Name.01,Programmer IV,2003-09-03,2003-09-03,95284.96,F,,,,,,True,,Active Assignment,Parttime-Regular
373223,Emma,McNelis,Marketing,G555.Department Name.Division Name.03,Librarian,2002-11-14,2002-11-14,101413.98,F,True,,,,,,,Active Assignment,Fulltime-Regular
569155,Arman,Rucklesse,Support,M499.Department Name.Division Name.09,Director of Sales,2003-01-29,2003-01-29,48857.53,M,,,,True,True,,,Active Assignment,Fulltime-Temporary
772087,Bobbette,Andrei,Sales,L858.Department Name.Division Name.06,Assistant Manager,2010-11-05,2010-11-05,135121.86,F,,,,,,True,,Active Assignment,Parttime-Regular
715050,Casie,Raubenheim,Accounting,J636.Department Name.Division Name.03,Business Systems Development Analyst,2005-04-16,2005-04-16,48509.43,F,,,,True,,True,,Active Assignment,Fulltime-Regular
929408,Debra,McReidy,Sales,G508.Department Name.Division Name.00,Registered Nurse,2007-04-20,2007-04-20,119519.00,F,True,,True,,True,True,,Active Assignment,Fulltime-Temporary
391789,Channa,Provis,Services,Q611.Department Name.Division Name.00,Account Coordinator,2005-08-15,2005-08-15,90304.44,F,,,True,True,,True,,Active Assignment,Parttime-Regular
268227,Pebrook,Ault,Training,E975.Department Name.Division Name.03,Business Systems Development Analyst,2016-05-19,2016-05-19,40007.44,M,,,,,,,,Active Assignment,Parttime-Regular
453300,Vicky,Pinches,Research and Development,P351.Department Name.Division Name.03,Account Coordinator,2000-10-14,2000-10-14,126719.23,F,,,,,,,,Active Assignment,Fulltime-Regular
957931,Elberta,Northley,Human Resources,I578.Department Name.Division Name.03,Marketing Manager,2013-10-12,2013-10-12,116392.75,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
921319,Tansy,Rampling,Engineering,Q033.Department Name.Division Name.09,Help Desk Technician,2009-09-04,2009-09-04,88904.43,F,True,,,,,,,Active Assignment,Parttime-Regular
613812,Gloriane,Cawston,Research and Development,J220.Department Name.Division Name.07,Tax Accountant,2013-01-15,2013-01-15,48931.56,F,,,True,True,,,,Active Assignment,Fulltime-Regular
543222,Vinson,Parradine,Human Resources,V816.Department Name.Division Name.05,Desktop Support Technician,2006-12-13,2006-12-13,74220.34,M,,,,,,True,,Active Assignment,Fulltime-Regular
597275,Candide,Fullager,Research and Development,B950.Department Name.Division Name.03,Chief Design Engineer,2004-06-25,2004-06-25,75014.46,F,,,True,,,True,,Active Assignment,Fulltime-Temporary
990128,Adela,Filipyev,Human Resources,U419.Department Name.Division Name.06,Community Outreach Specialist,2016-08-26,2016-08-26,131847.84,F,,,True,,,True,,Active Assignment,Fulltime-Regular
132097,Reine,Keeri,Human Resources,N751.Department Name.Division Name.00,Physical Therapy Assistant,2010-05-16,2010-05-16,132946.22,F,,,,True,,,,Active Assignment,Parttime-Regular
247492,Austina,Rameaux,Engineering,G992.Department Name.Division Name.08,Research Assistant I,2005-11-07,2005-11-07,50121.97,F,,,True,True,True,,,Active Assignment,Fulltime-Regular
770123,Horatius,Buttriss,Sales,P383.Department Name.Division Name.00,Research Associate,2005-12-17,2005-12-17,136684.98,M,,,,True,,,,Active Assignment,Fulltime-Regular
679399,Tomasina,McDougal,Product Management,B067.Department Name.Division Name.06,Senior Cost Accountant,2002-10-27,2002-10-27,72254.14,F,,,,True,,True,,Active Assignment,Parttime-Regular
871524,Aldous,Shanley,Support,Q380.Department Name.Division Name.07,Research Associate,2013-08-02,2013-08-02,52772.63,M,,,,True,,,,Active Assignment,Fulltime-Regular
145094,Riordan,Sussems,Support,W477.Department Name.Division Name.06,Paralegal,2015-06-29,2015-06-29,43991.24,M,,,,,,,,Active Assignment,Fulltime-Regular
317236,Annadiana,Willars,Sales,N402.Department Name.Division Name.01,Software Engineer IV,2016-11-07,2016-11-07,126314.86,F,,,,True,True,True,,Active Assignment,Fulltime-Temporary
372367,Gabriell,Meikle,Support,S212.Department Name.Division Name.07,Junior Executive,2002-04-02,2002-04-02,95290.39,F,,,,True,,,,Active Assignment,Fulltime-Regular
170266,Matthus,Rowcliffe,Product Management,E229.Department Name.Division Name.09,Senior Financial Analyst,2009-04-17,2009-04-17,127484.36,M,,,True,,,,,Active Assignment,Parttime-Regular
475297,Feodora,Strowthers,Support,U060.Department Name.Division Name.06,Marketing Manager,2000-12-09,2000-12-09,125283.99,F,,,,,,,,Active Assignment,Fulltime-Regular
767342,Lilia,Entissle,Product Management,I105.Department Name.Division Name.08,Research Assistant II,2008-06-10,2008-06-10,104296.87,F,,,,,,True,,Active Assignment,Parttime-Regular
784879,Calli,Trood,Human Resources,S917.Department Name.Division Name.04,Research Associate,2015-12-17,2015-12-17,40191.42,F,True,,,True,True,,,Active Assignment,Parttime-Regular
934293,Klara,Casterot,Human Resources,X155.Department Name.Division Name.07,Geological Engineer,2005-09-20,2005-09-20,107811.34,F,,,,,True,True,,Active Assignment,Parttime-Regular
852091,Evelin,Murgatroyd,Human Resources,W548.Department Name.Division Name.04,Recruiter,2004-09-22,2004-09-22,138912.83,M,True,,,,,,,Active Assignment,Parttime-Regular
526551,Nissie,Titcomb,Marketing,G558.Department Name.Division Name.02,Nuclear Power Engineer,2012-01-28,2012-01-28,41197.18,F,,,True,,,True,,Active Assignment,Fulltime-Regular
926122,Sondra,Brion,Marketing,C458.Department Name.Division Name.07,Safety Technician I,2008-01-17,2008-01-17,69873.41,F,,,True,,,True,,Active Assignment,Parttime-Regular
218818,Vyky,Kigelman,Business Development,S184.Department Name.Division Name.03,Assistant Professor,2009-05-19,2009-05-19,114031.47,F,,,True,,,,,Active Assignment,Parttime-Regular
767568,Jaymie,Gawith,Marketing,X343.Department Name.Division Name.01,Clinical Specialist,2017-05-18,2017-05-18,68193.02,M,True,,,True,,True,,Active Assignment,Parttime-Regular
128773,Veda,Royston,Marketing,U147.Department Name.Division Name.08,Graphic Designer,2006-02-07,2006-02-07,142517.34,F,,,,True,,True,,Active Assignment,Parttime-Regular
721337,Pippo,Sanches,Engineering,P801.Department Name.Division Name.06,Quality Control Specialist,2005-12-25,2005-12-25,96208.45,M,,,,,,True,,Active Assignment,Fulltime-Regular
655260,Jeannine,Mattielli,Product Management,B007.Department Name.Division Name.02,Web Designer III,2012-06-05,2012-06-05,75764.93,F,True,,,,,,,Active Assignment,Fulltime-Temporary
885776,Dorothea,McGibbon,Legal,M273.Department Name.Division Name.07,Pharmacist,2014-06-22,2014-06-22,74827.60,F,,,True,True,,,,Active Assignment,Parttime-Regular
205599,Brucie,Featherstonehaugh,Product Management,T567.Department Name.Division Name.00,Community Outreach Specialist,2003-02-25,2003-02-25,90578.44,M,,,True,,,True,,Active Assignment,Fulltime-Regular
824583,Damien,Bagshawe,Services,X505.Department Name.Division Name.02,Clinical Specialist,2011-07-19,2011-07-19,149431.54,M,,,True,,,True,,Active Assignment,Parttime-Regular
476795,Blanca,Riep,Support,Q482.Department Name.Division Name.09,Payment Adjustment Coordinator,2003-09-06,2003-09-06,149575.52,F,,,,,,,,Active Assignment,Fulltime-Regular
232522,Ezechiel,Gotthard.sf,Marketing,B297.Department Name.Division Name.05,Quality Control Specialist,2000-07-29,2000-07-29,95403.99,M,,,,,True,True,,Active Assignment,Fulltime-Temporary
534774,Greg,Dobbings,Marketing,Z298.Department Name.Division Name.01,Senior Financial Analyst,2009-01-09,2009-01-09,136587.16,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
648961,Virgilio,Trevaskis,Human Resources,Y263.Department Name.Division Name.08,Marketing Assistant,2012-08-08,2012-08-08,62612.95,M,,,True,True,,,,Active Assignment,Parttime-Regular
573816,Gladys,Zmitrichenko,Accounting,S918.Department Name.Division Name.04,Financial Analyst,2003-01-06,2003-01-06,91988.70,F,,,,True,,True,,Active Assignment,Fulltime-Regular
923897,Bran,Kitman,Product Management,P618.Department Name.Division Name.07,Account Executive,2010-04-29,2010-04-29,145483.78,M,,,,,,,,Active Assignment,Parttime-Regular
164396,Guenna,Dami,Support,C281.Department Name.Division Name.03,Assistant Media Planner,2007-06-01,2007-06-01,59460.89,F,,,,,,,,Active Assignment,Parttime-Regular
714605,Ema,Itzhayek,Marketing,L522.Department Name.Division Name.00,Engineer III,2001-10-16,2001-10-16,91685.11,F,,,,,,,,Active Assignment,Parttime-Regular
516617,Ralph,Halbard,Engineering,T645.Department Name.Division Name.01,Software Test Engineer II,2009-02-13,2009-02-13,83447.23,M,,,,True,True,,,Active Assignment,Parttime-Regular
833547,Yanaton,Tomkin,Training,H325.Department Name.Division Name.02,VP Quality Control,2001-06-08,2001-06-08,116015.06,M,,,True,True,,True,,Active Assignment,Fulltime-Temporary
992909,Claiborn,Sunderland,Accounting,C431.Department Name.Division Name.02,Teacher,2007-03-27,2007-03-27,55964.89,M,,,,True,,True,,Active Assignment,Fulltime-Regular
657579,Freedman,Purcer,Product Management,G468.Department Name.Division Name.00,Chemical Engineer,2008-05-11,2008-05-11,82369.51,M,,,,,,True,,Active Assignment,Parttime-Regular
218884,Justino,Iglesia,Research and Development,X407.Department Name.Division Name.02,Assistant Manager,2005-05-06,2005-05-06,114766.78,M,,,True,True,,True,,Active Assignment,Parttime-Regular
150647,Noreen,De Blasiis,Sales,N946.Department Name.Division Name.08,Speech Pathologist,2010-08-10,2010-08-10,128837.41,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
668187,Dulci,Findlater,Business Development,C676.Department Name.Division Name.09,Quality Engineer,2010-08-09,2010-08-09,82417.73,F,,,True,,,True,,Active Assignment,Fulltime-Temporary
595062,Karena,Olsen,Training,W513.Department Name.Division Name.08,Dental Hygienist,2002-01-12,2002-01-12,50589.55,F,,,,True,True,True,,Active Assignment,Fulltime-Temporary
459856,Gardy,Hallard,Support,S948.Department Name.Division Name.06,Staff Scientist,2012-07-17,2012-07-17,115153.83,M,,,,True,,True,,Active Assignment,Parttime-Regular
132563,Emlen,Isaq,Training,R057.Department Name.Division Name.08,Legal Assistant,2007-08-31,2007-08-31,117079.83,M,,,,True,,True,,Active Assignment,Fulltime-Regular
239249,Rosetta,Robottom,Accounting,F660.Department Name.Division Name.05,General Manager,2001-08-16,2001-08-16,78907.41,F,,,,,True,,,Active Assignment,Parttime-Regular
159675,Colby,Carr,Product Management,H752.Department Name.Division Name.03,Design Engineer,2013-05-01,2013-05-01,133323.84,M,,,,True,,,,Active Assignment,Fulltime-Temporary
455243,Simon,Dacey,Human Resources,R975.Department Name.Division Name.01,Environmental Specialist,2002-08-12,2002-08-12,83801.50,M,,,,True,,,,Active Assignment,Fulltime-Temporary
674934,Shannan,Morant,Engineering,W213.Department Name.Division Name.09,VP Sales,2015-08-02,2015-08-02,101468.70,M,,,True,True,,True,,Active Assignment,Parttime-Regular
964559,Catherina,Matthieson,Accounting,V043.Department Name.Division Name.05,Director of Sales,2014-11-11,2014-11-11,105008.88,F,,,,,,True,,Active Assignment,Fulltime-Regular
935807,Lyda,Blodg,Support,F151.Department Name.Division Name.09,Office Assistant I,2015-05-23,2015-05-23,113126.39,F,,,,True,,True,,Active Assignment,Parttime-Regular
747800,Pegeen,Bradder,Engineering,O478.Department Name.Division Name.05,Administrative Assistant IV,2012-06-22,2012-06-22,90491.91,F,,,,,,True,,Active Assignment,Fulltime-Temporary
584630,Dion,Fockes,Support,U543.Department Name.Division Name.00,Programmer I,2014-09-30,2014-09-30,147705.33,M,,,True,True,,True,,Active Assignment,Parttime-Regular
747646,Rani,Cammack,Services,L093.Department Name.Division Name.09,Tax Accountant,2001-09-26,2001-09-26,135341.21,F,,,,True,,True,,Active Assignment,Parttime-Regular
579516,Charmion,Matschek,Support,K647.Department Name.Division Name.06,Senior Editor,2015-10-21,2015-10-21,42777.24,F,,,True,,,,,Active Assignment,Fulltime-Temporary
454544,Abbey,Haslum,Business Development,R143.Department Name.Division Name.08,Environmental Tech,2006-10-28,2006-10-28,100259.00,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
726972,Evy,Asser,Engineering,X114.Department Name.Division Name.01,Legal Assistant,2006-08-01,2006-08-01,80976.41,F,,,,,,,,Active Assignment,Parttime-Regular
994251,Quintina,Rintoul,Product Management,U697.Department Name.Division Name.04,Human Resources Manager,2005-07-14,2005-07-14,72525.77,F,,,,,,,,Active Assignment,Parttime-Regular
470531,Stillmann,Wasiela,Research and Development,X763.Department Name.Division Name.06,Design Engineer,2005-12-08,2005-12-08,42963.76,M,,,,,,,,Active Assignment,Fulltime-Temporary
789411,Geneva,MacCafferky,Human Resources,R695.Department Name.Division Name.00,Software Engineer I,2009-11-28,2009-11-28,146195.11,F,,,,True,,,,Active Assignment,Parttime-Regular
114519,Alie,Bonhill,Engineering,L020.Department Name.Division Name.03,Dental Hygienist,2011-02-02,2011-02-02,74478.00,F,,,,,,True,,Active Assignment,Fulltime-Temporary
554716,Clevey,Ballsdon,Product Management,F685.Department Name.Division Name.07,Geological Engineer,2014-04-18,2014-04-18,137747.65,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
865811,Sheilakathryn,Grand,Sales,U352.Department Name.Division Name.04,Budget/Accounting Analyst IV,2011-02-09,2011-02-09,144809.74,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
211420,Stillmann,Corteney,Engineering,Y307.Department Name.Division Name.05,Community Outreach Specialist,2016-12-31,2016-12-31,112187.66,M,,,,,True,True,,Active Assignment,Parttime-Regular
174657,Linda,Himpson,Research and Development,E218.Department Name.Division Name.02,Web Designer IV,2003-06-27,2003-06-27,123216.17,F,True,,True,True,,True,,Active Assignment,Fulltime-Temporary
857059,Gavin,Halworth,Services,J878.Department Name.Division Name.09,Sales Associate,2017-01-21,2017-01-21,63779.56,M,,,,,,,,Active Assignment,Parttime-Regular
314907,Petronella,Gelsthorpe,Legal,S167.Department Name.Division Name.09,Occupational Therapist,2007-09-23,2007-09-23,118398.84,F,,,True,True,,True,,Active Assignment,Fulltime-Temporary
684064,Tamiko,Kindall,Marketing,L279.Department Name.Division Name.04,Legal Assistant,2015-12-09,2015-12-09,103648.98,F,,,,,,True,,Active Assignment,Parttime-Regular
121610,Uriel,Cornes,Legal,J111.Department Name.Division Name.04,Nuclear Power Engineer,2010-01-31,2010-01-31,99050.51,M,True,,True,,,True,,Active Assignment,Parttime-Regular
433086,Elsey,Iglesiaz,Marketing,O113.Department Name.Division Name.08,Registered Nurse,2014-08-04,2014-08-04,117260.46,F,,,,True,True,,,Active Assignment,Fulltime-Regular
696944,Packston,Haslock,Support,M805.Department Name.Division Name.01,Engineer III,2016-08-30,2016-08-30,82525.54,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
361771,Christophorus,Jakobssen,Human Resources,O528.Department Name.Division Name.07,Director of Sales,2004-01-01,2004-01-01,91296.22,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
179849,Horatia,Commins,Business Development,G245.Department Name.Division Name.02,Database Administrator II,2002-11-11,2002-11-11,125575.59,F,,,,,,True,,Active Assignment,Parttime-Regular
527008,Henrieta,Sicha,Services,X476.Department Name.Division Name.09,Chemical Engineer,2005-02-21,2005-02-21,129674.86,F,,,True,,,,,Active Assignment,Parttime-Regular
935136,Peggy,Demoge,Training,T745.Department Name.Division Name.04,Software Engineer II,2002-09-27,2002-09-27,41442.36,F,,,True,,,,,Active Assignment,Parttime-Regular
231707,Heida,Tweede,Support,V818.Department Name.Division Name.01,VP Sales,2005-03-07,2005-03-07,127776.97,F,True,,,,,True,,Active Assignment,Fulltime-Regular
985846,Flo,Grooby,Research and Development,B891.Department Name.Division Name.07,Environmental Specialist,2007-09-30,2007-09-30,72794.11,F,,,,True,True,True,,Active Assignment,Fulltime-Temporary
915822,Neilla,Vaskov,Services,V736.Department Name.Division Name.00,Help Desk Operator,2015-04-24,2015-04-24,102754.11,F,,,True,True,True,True,,Active Assignment,Parttime-Regular
261318,Lin,Heathwood,Research and Development,G457.Department Name.Division Name.00,Desktop Support Technician,2011-10-10,2011-10-10,148763.79,F,,,,,,,,Active Assignment,Parttime-Regular
836442,Weidar,Weiss,Training,P444.Department Name.Division Name.00,Web Designer IV,2009-02-08,2009-02-08,56391.86,M,,,True,True,,True,,Active Assignment,Fulltime-Regular
298721,Konstantin,Flawith,Services,J908.Department Name.Division Name.07,Registered Nurse,2003-10-12,2003-10-12,112196.63,M,,,,,,True,,Active Assignment,Fulltime-Regular
170764,Nana,Hayter,Services,K447.Department Name.Division Name.04,Sales Associate,2011-04-18,2011-04-18,136333.39,F,,,,True,,True,,Active Assignment,Parttime-Regular
266597,Alexandrina,Brimacombe,Research and Development,K057.Department Name.Division Name.09,Teacher,2009-06-28,2009-06-28,120975.00,F,,,,,,True,,Active Assignment,Fulltime-Regular
986592,Florida,Pancast,Business Development,R476.Department Name.Division Name.05,Systems Administrator II,2010-02-11,2010-02-11,148035.91,F,True,,True,True,,True,,Active Assignment,Parttime-Regular
825717,Bradney,Girdlestone,Training,P255.Department Name.Division Name.04,Community Outreach Specialist,2013-08-23,2013-08-23,113349.79,M,,,True,,,True,,Active Assignment,Fulltime-Temporary
682429,Brittaney,McKeurtan,Sales,Z719.Department Name.Division Name.06,Junior Executive,2005-08-25,2005-08-25,133610.26,F,True,,,,,,,Active Assignment,Parttime-Regular
312759,Tallie,Twelvetree,Sales,Q938.Department Name.Division Name.05,Computer Systems Analyst I,2008-04-12,2008-04-12,62591.02,F,,,True,,,True,,Active Assignment,Fulltime-Regular
448359,Devi,Peppett,Marketing,G009.Department Name.Division Name.04,Actuary,2011-09-15,2011-09-15,75990.76,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
810023,Barnie,Vallery,Engineering,S618.Department Name.Division Name.02,Senior Financial Analyst,2010-01-11,2010-01-11,112043.59,M,,,,,,True,,Active Assignment,Fulltime-Temporary
652209,Kaylyn,Hunte,Business Development,T235.Department Name.Division Name.01,Automation Specialist I,2013-11-16,2013-11-16,62796.37,F,,,True,True,,,,Active Assignment,Parttime-Regular
730975,Mair,Kenealy,Product Management,Z201.Department Name.Division Name.04,Design Engineer,2010-07-30,2010-07-30,96573.60,F,,,,,,True,,Active Assignment,Fulltime-Regular
231557,Milo,Dimsdale,Training,V416.Department Name.Division Name.04,Physical Therapy Assistant,2005-09-16,2005-09-16,114663.29,M,,True,True,,,True,,Active Assignment,Fulltime-Regular
229722,Hayden,Lounds,Accounting,S450.Department Name.Division Name.03,Database Administrator IV,2012-11-30,2012-11-30,83162.30,M,,,,True,,True,,Active Assignment,Fulltime-Regular
193137,Trixy,Rosendale,Services,X119.Department Name.Division Name.08,Civil Engineer,2009-08-27,2009-08-27,124174.35,F,,,,True,,True,,Active Assignment,Fulltime-Regular
103980,Eveleen,Degoy,Accounting,C443.Department Name.Division Name.03,Executive Secretary,2016-02-06,2016-02-06,66530.20,F,,,,,True,True,,Active Assignment,Fulltime-Temporary
766239,Somerset,Venables,Sales,J566.Department Name.Division Name.01,Assistant Professor,2012-05-07,2012-05-07,135276.36,M,,,,,,True,,Active Assignment,Parttime-Regular
240738,Conrado,Dennehy,Training,N733.Department Name.Division Name.04,Legal Assistant,2009-08-23,2009-08-23,148568.95,M,,,,,,,,Active Assignment,Parttime-Regular
589677,Essa,Skermer,Human Resources,O044.Department Name.Division Name.05,Budget/Accounting Analyst II,2001-04-07,2001-04-07,107706.09,F,,,,,,True,,Active Assignment,Fulltime-Regular
751913,Kippy,Withringten,Research and Development,D883.Department Name.Division Name.05,Nuclear Power Engineer,2014-02-04,2014-02-04,89322.74,M,,,True,True,,True,,Active Assignment,Parttime-Regular
655725,Vick,Daintrey,Product Management,W244.Department Name.Division Name.08,Food Chemist,2007-11-26,2007-11-26,138361.68,M,,,,True,,,,Active Assignment,Parttime-Regular
955521,Tyrone,Patzelt,Research and Development,P608.Department Name.Division Name.09,VP Accounting,2002-08-26,2002-08-26,114190.14,M,,,,,,,,Active Assignment,Fulltime-Regular
141071,Florina,Bachnic,Services,V831.Department Name.Division Name.06,Health Coach IV,2009-09-26,2009-09-26,99081.75,F,,,True,,,True,,Active Assignment,Fulltime-Regular
326589,Miller,Markus,Support,Z191.Department Name.Division Name.01,Marketing Assistant,2016-08-08,2016-08-08,122354.93,M,True,,,True,,True,,Active Assignment,Parttime-Regular
294948,Louie,Dasent,Training,T208.Department Name.Division Name.04,Marketing Assistant,2009-03-20,2009-03-20,146401.36,M,True,,True,True,,,,Active Assignment,Fulltime-Temporary
665239,Germain,Wickey,Support,F869.Department Name.Division Name.09,Office Assistant I,2016-02-06,2016-02-06,67787.13,F,True,,,True,,True,,Active Assignment,Fulltime-Temporary
748427,Cornelia,Goley,Research and Development,K997.Department Name.Division Name.04,Senior Financial Analyst,2017-01-28,2017-01-28,81591.20,F,,,True,,True,True,,Active Assignment,Parttime-Regular
182451,Ally,Ennever,Engineering,N125.Department Name.Division Name.09,Quality Engineer,2002-01-04,2002-01-04,116755.30,F,,,,True,,,,Active Assignment,Fulltime-Regular
217662,Mart,Callcott,Product Management,R941.Department Name.Division Name.02,Accountant IV,2015-04-05,2015-04-05,57855.18,M,,,,,,True,,Active Assignment,Fulltime-Temporary
574060,Linet,Twiddle,Support,R387.Department Name.Division Name.06,Project Manager,2009-10-01,2009-10-01,146796.90,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
991999,Gunner,Berks,Product Management,G434.Department Name.Division Name.02,VP Sales,2005-06-21,2005-06-21,54420.75,M,True,,,True,,True,,Active Assignment,Parttime-Regular
655924,Skelly,Tieraney,Marketing,U537.Department Name.Division Name.01,Environmental Specialist,2001-06-14,2001-06-14,56008.04,M,,,True,,,,,Active Assignment,Fulltime-Regular
156099,Henrietta,Proudlove,Sales,I750.Department Name.Division Name.05,Business Systems Development Analyst,2008-03-05,2008-03-05,87000.45,F,,,,,,True,,Active Assignment,Fulltime-Temporary
242277,Florry,Norledge,Research and Development,M743.Department Name.Division Name.06,VP Quality Control,2011-04-14,2011-04-14,64194.58,F,,,,,,True,True,Active Assignment,Fulltime-Temporary
361910,Fitz,Falconer,Accounting,G643.Department Name.Division Name.06,Civil Engineer,2001-08-01,2001-08-01,89124.12,M,True,,True,True,,,,Active Assignment,Fulltime-Regular
982739,Frederique,Artindale,Engineering,T590.Department Name.Division Name.03,VP Marketing,2003-12-04,2003-12-04,103267.35,F,True,,,True,,,,Active Assignment,Fulltime-Temporary
407753,Clari,Mc Faul,Training,D276.Department Name.Division Name.02,Office Assistant IV,2016-10-08,2016-10-08,104871.23,F,True,,,,True,True,,Active Assignment,Parttime-Regular
126858,Roosevelt,LLelweln,Sales,H515.Department Name.Division Name.06,Mechanical Systems Engineer,2017-04-16,2017-04-16,95033.32,M,,,,True,,,,Active Assignment,Parttime-Regular
356306,Fallon,Sidney,Legal,I678.Department Name.Division Name.00,Software Test Engineer II,2016-09-06,2016-09-06,89592.58,F,,,,True,,,,Active Assignment,Parttime-Regular
339387,Niki,Perelli,Training,D963.Department Name.Division Name.02,VP Product Management,2010-02-26,2010-02-26,119446.20,M,,,True,,,True,,Active Assignment,Fulltime-Regular
739602,Abbe,Smallacombe,Training,L989.Department Name.Division Name.06,Paralegal,2011-11-10,2011-11-10,119378.18,M,,,,True,,True,,Active Assignment,Fulltime-Regular
427567,Bernardina,Daggett,Marketing,C529.Department Name.Division Name.06,Human Resources Manager,2005-12-20,2005-12-20,54185.43,F,,,True,True,,True,,Active Assignment,Fulltime-Temporary
220300,Rosene,Batram,Human Resources,B971.Department Name.Division Name.05,Chemical Engineer,2007-09-17,2007-09-17,92954.55,F,,,,,,True,,Active Assignment,Fulltime-Regular
928177,Ibby,Aronovitz,Research and Development,B533.Department Name.Division Name.02,Research Assistant II,2000-12-26,2000-12-26,75711.91,F,,,True,True,,,,Active Assignment,Fulltime-Temporary
882805,El,Dickin,Engineering,Y152.Department Name.Division Name.07,Account Coordinator,2004-11-10,2004-11-10,123012.50,M,True,,True,True,,True,,Active Assignment,Parttime-Regular
101800,Emlyn,Robbert,Support,Z374.Department Name.Division Name.05,Director of Sales,2004-09-11,2004-09-11,53898.47,M,True,,True,True,,,True,Active Assignment,Fulltime-Temporary
817971,Roze,Blunden,Accounting,W299.Department Name.Division Name.02,Account Coordinator,2007-04-28,2007-04-28,54919.18,F,,,,,True,True,,Active Assignment,Fulltime-Temporary
190690,Iseabal,Northbridge,Engineering,V910.Department Name.Division Name.02,Analog Circuit Design manager,2007-01-27,2007-01-27,54100.95,F,,,True,True,,True,,Active Assignment,Fulltime-Temporary
396312,Mathe,Jozefiak,Sales,R059.Department Name.Division Name.09,Business Systems Development Analyst,2005-06-23,2005-06-23,130675.65,M,,,,,,True,,Active Assignment,Fulltime-Regular
563089,Fanchette,Blackden,Engineering,V049.Department Name.Division Name.00,Research Nurse,2016-12-05,2016-12-05,85456.44,F,,,True,True,,True,,Active Assignment,Fulltime-Temporary
173319,Ruthie,Moston,Legal,C415.Department Name.Division Name.08,Professor,2005-09-16,2005-09-16,64863.77,F,,,,,,,,Active Assignment,Parttime-Regular
597719,Ricoriki,Ciciura,Research and Development,R844.Department Name.Division Name.09,Product Engineer,2003-06-20,2003-06-20,144452.42,M,,,,,,,,Active Assignment,Fulltime-Temporary
274085,Marius,Giacopelo,Accounting,P954.Department Name.Division Name.05,Librarian,2000-09-04,2000-09-04,147673.77,M,,,,,,True,,Active Assignment,Parttime-Regular
364484,Rozalin,Jeffels,Sales,K491.Department Name.Division Name.07,Recruiting Manager,2016-09-23,2016-09-23,136885.70,F,,,,,,True,,Active Assignment,Fulltime-Regular
448385,Barnabas,Moyers,Marketing,X536.Department Name.Division Name.03,Quality Engineer,2011-09-11,2011-09-11,40520.82,M,,,True,True,,True,,Active Assignment,Parttime-Regular
914365,Lela,Christopher,Engineering,B009.Department Name.Division Name.07,Clinical Specialist,2007-11-18,2007-11-18,144678.37,F,,,,True,,,,Active Assignment,Fulltime-Temporary
289708,Rozina,Callam,Business Development,F423.Department Name.Division Name.00,Assistant Manager,2012-05-27,2012-05-27,86140.62,F,,,,,,,,Active Assignment,Parttime-Regular
